,arg1,arg2,verb,sentence,verb_idx,label,new_column
392,salesman,,push, The salesman is aggressively pushing the new computer model .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('salesman', 'NOUN'), ('is', 'AUX'), ('aggressively', 'ADV'), ('pushing', 'VERB'), ('the', 'DET'), ('new', 'ADJ'), ('computer', 'NOUN'), ('model', 'NOUN'), ('.', 'PUNCT')]"
393,fifty,,push, She is pushing fifty .,2,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('is', 'AUX'), ('pushing', 'VERB'), ('fifty', 'NUM'), ('.', 'PUNCT')]"
394,reform,,push, The liberal party pushed for reforms .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('liberal', 'ADJ'), ('party', 'NOUN'), ('pushed', 'VERB'), ('for', 'ADP'), ('reforms', 'NOUN'), ('.', 'PUNCT')]"
395,drug,,push, The guy hanging around the school is pushing drugs .,7,1,"[(' ', 'SPACE'), ('The', 'DET'), ('guy', 'NOUN'), ('hanging', 'VERB'), ('around', 'ADP'), ('the', 'DET'), ('school', 'NOUN'), ('is', 'AUX'), ('pushing', 'VERB'), ('drugs', 'NOUN'), ('.', 'PUNCT')]"
396,crowd,,push, The crowd pushed forward .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('crowd', 'NOUN'), ('pushed', 'VERB'), ('forward', 'ADV'), ('.', 'PUNCT')]"
397,sun,,radiate, The sun radiates heat .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('sun', 'NOUN'), ('radiates', 'VERB'), ('heat', 'NOUN'), ('.', 'PUNCT')]"
398,heat,,radiate, The sun radiates heat .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('sun', 'NOUN'), ('radiates', 'VERB'), ('heat', 'NOUN'), ('.', 'PUNCT')]"
399,happiness,,radiate, She radiates happiness .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('radiates', 'VERB'), ('happiness', 'NOUN'), ('.', 'PUNCT')]"
400,police,,raid, The police raided the crack house .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('police', 'NOUN'), ('raided', 'VERB'), ('the', 'DET'), ('crack', 'NOUN'), ('house', 'NOUN'), ('.', 'PUNCT')]"
401,pirate,,raid, The pirates raided the coastal villages regularly .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('pirates', 'NOUN'), ('raided', 'VERB'), ('the', 'DET'), ('coastal', 'ADJ'), ('villages', 'NOUN'), ('regularly', 'ADV'), ('.', 'PUNCT')]"
402,company,,raid, T. Boone Pickens raided many large companies .,3,0,"[(' ', 'SPACE'), ('T.', 'PROPN'), ('Boone', 'PROPN'), ('Pickens', 'PROPN'), ('raided', 'VERB'), ('many', 'ADJ'), ('large', 'ADJ'), ('companies', 'NOUN'), ('.', 'PUNCT')]"
403,refrigerator,,raid, Our babysitter raided our refrigerator .,2,1,"[(' ', 'SPACE'), ('Our', 'PRON'), ('babysitter', 'NOUN'), ('raided', 'VERB'), ('our', 'PRON'), ('refrigerator', 'NOUN'), ('.', 'PUNCT')]"
404,feeling,,recapture, She could not recapture that feeling of happiness .,3,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('could', 'AUX'), ('not', 'PART'), ('recapture', 'VERB'), ('that', 'SCONJ'), ('feeling', 'NOUN'), ('of', 'ADP'), ('happiness', 'NOUN'), ('.', 'PUNCT')]"
405,idea,,recapture, The author recaptures an old idea here .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('author', 'NOUN'), ('recaptures', 'VERB'), ('an', 'DET'), ('old', 'ADJ'), ('idea', 'NOUN'), ('here', 'ADV'), ('.', 'PUNCT')]"
406,fort,,recapture, The military forces managed to recapture the fort .,5,0,"[(' ', 'SPACE'), ('The', 'DET'), ('military', 'ADJ'), ('forces', 'NOUN'), ('managed', 'VERB'), ('to', 'PART'), ('recapture', 'VERB'), ('the', 'DET'), ('fort', 'NOUN'), ('.', 'PUNCT')]"
407,prisoner,,recapture, They tried to recapture the escaped prisoner .,3,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('tried', 'VERB'), ('to', 'PART'), ('recapture', 'VERB'), ('the', 'DET'), ('escaped', 'ADJ'), ('prisoner', 'NOUN'), ('.', 'PUNCT')]"
408,bell,,recast, The bell cracked and had to be recast .,7,0,"[(' ', 'SPACE'), ('The', 'DET'), ('bell', 'NOUN'), ('cracked', 'VERB'), ('and', 'CCONJ'), ('had', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('recast', 'VERB'), ('.', 'PUNCT')]"
409,image,,recast, She had to recast her image to please the electorate in her home state .,3,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('had', 'VERB'), ('to', 'PART'), ('recast', 'VERB'), ('her', 'PRON'), ('image', 'NOUN'), ('to', 'PART'), ('please', 'VERB'), ('the', 'DET'), ('electorate', 'NOUN'), ('in', 'ADP'), ('her', 'PRON'), ('home', 'NOUN'), ('state', 'NOUN'), ('.', 'PUNCT')]"
410,fame,,redound, Fame redounds to the heroes .,1,1,"[(' ', 'SPACE'), ('Fame', 'PROPN'), ('redounds', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('heroes', 'NOUN'), ('.', 'PUNCT')]"
411,effort,,redound, Her efforts will redound to the general good .,3,1,"[(' ', 'SPACE'), ('Her', 'PRON'), ('efforts', 'NOUN'), ('will', 'AUX'), ('redound', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('general', 'ADJ'), ('good', 'NOUN'), ('.', 'PUNCT')]"
412,belief,,reflect, This action reflects his true beliefs .,2,1,"[(' ', 'SPACE'), ('This', 'DET'), ('action', 'NOUN'), ('reflects', 'VERB'), ('his', 'PRON'), ('true', 'ADJ'), ('beliefs', 'NOUN'), ('.', 'PUNCT')]"
413,sound,,reflect, Sound is reflected well in this auditorium .,2,0,"[(' ', 'SPACE'), ('Sound', 'PROPN'), ('is', 'AUX'), ('reflected', 'VERB'), ('well', 'ADV'), ('in', 'ADP'), ('this', 'DET'), ('auditorium', 'NOUN'), ('.', 'PUNCT')]"
414,road,,reflect, Drive carefully -- the wet road reflects .,6,0,"[(' ', 'SPACE'), ('Drive', 'VERB'), ('carefully', 'ADV'), ('--', 'PUNCT'), ('the', 'DET'), ('wet', 'ADJ'), ('road', 'NOUN'), ('reflects', 'VERB'), ('.', 'PUNCT')]"
415,image,,reflect, her sunglasses reflected his image .,2,0,"[(' ', 'SPACE'), ('her', 'PRON'), ('sunglasses', 'NOUN'), ('reflected', 'VERB'), ('his', 'PRON'), ('image', 'NOUN'), ('.', 'PUNCT')]"
416,interest,,reflect, His lack of interest in the project reflects badly on him .,7,1,"[(' ', 'SPACE'), ('His', 'PRON'), ('lack', 'NOUN'), ('of', 'ADP'), ('interest', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('project', 'NOUN'), ('reflects', 'VERB'), ('badly', 'ADV'), ('on', 'ADP'), ('him', 'PRON'), ('.', 'PUNCT')]"
417,mess,,reflect, The mess in his dorm room reflects on the student .,6,1,"[(' ', 'SPACE'), ('The', 'DET'), ('mess', 'NOUN'), ('in', 'ADP'), ('his', 'PRON'), ('dorm', 'NOUN'), ('room', 'NOUN'), ('reflects', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('student', 'NOUN'), ('.', 'PUNCT')]"
418,system,,reform, reform a political system .,0,0,"[(' ', 'SPACE'), ('reform', 'VERB'), ('a', 'DET'), ('political', 'ADJ'), ('system', 'NOUN'), ('.', 'PUNCT')]"
419,tension,,relax, relax the tension on the rope .,0,0,"[(' ', 'SPACE'), ('relax', 'VERB'), ('the', 'DET'), ('tension', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('rope', 'NOUN'), ('.', 'PUNCT')]"
420,bath,,relax, A hot bath always relaxes me .,4,0,"[(' ', 'SPACE'), ('A', 'DET'), ('hot', 'ADJ'), ('bath', 'NOUN'), ('always', 'ADV'), ('relaxes', 'VERB'), ('me', 'PRON'), ('.', 'PUNCT')]"
421,colleague,,relax, our new colleague relaxed when he saw that we were a friendly group .,3,0,"[(' ', 'SPACE'), ('our', 'PRON'), ('new', 'ADJ'), ('colleague', 'NOUN'), ('relaxed', 'VERB'), ('when', 'SCONJ'), ('he', 'PRON'), ('saw', 'VERB'), ('that', 'SCONJ'), ('we', 'PRON'), ('were', 'AUX'), ('a', 'DET'), ('friendly', 'ADJ'), ('group', 'NOUN'), ('.', 'PUNCT')]"
422,government,,relax, The government relaxed the curfew after most of the rebels were caught .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('government', 'NOUN'), ('relaxed', 'VERB'), ('the', 'DET'), ('curfew', 'NOUN'), ('after', 'SCONJ'), ('most', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), ('rebels', 'NOUN'), ('were', 'AUX'), ('caught', 'VERB'), ('.', 'PUNCT')]"
423,rule,,relax, The rules relaxed after the new director arrived .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('rules', 'NOUN'), ('relaxed', 'VERB'), ('after', 'SCONJ'), ('the', 'DET'), ('new', 'ADJ'), ('director', 'NOUN'), ('arrived', 'VERB'), ('.', 'PUNCT')]"
424,suffering,,repair, One can never fully repair the suffering and losses of the Jews in the Third Reich .,4,1,"[(' ', 'SPACE'), ('One', 'NUM'), ('can', 'AUX'), ('never', 'ADV'), ('fully', 'ADV'), ('repair', 'VERB'), ('the', 'DET'), ('suffering', 'NOUN'), ('and', 'CCONJ'), ('losses', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Jews', 'PROPN'), ('in', 'ADP'), ('the', 'DET'), ('Third', 'PROPN'), ('Reich', 'PROPN'), ('.', 'PUNCT')]"
425,man,,revive, The doctors revived the comatose man .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('doctors', 'NOUN'), ('revived', 'VERB'), ('the', 'DET'), ('comatose', 'ADJ'), ('man', 'NOUN'), ('.', 'PUNCT')]"
426,soup,,revive, A hot soup will revive me .,4,1,"[(' ', 'SPACE'), ('A', 'DET'), ('hot', 'ADJ'), ('soup', 'NOUN'), ('will', 'AUX'), ('revive', 'VERB'), ('me', 'PRON'), ('.', 'PUNCT')]"
427,interest,,revive, Interest in ESP revived .,3,1,"[(' ', 'SPACE'), ('Interest', 'PROPN'), ('in', 'ADP'), ('ESP', 'PROPN'), ('revived', 'VERB'), ('.', 'PUNCT')]"
428,style,,revive, He revived this style of opera .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('revived', 'VERB'), ('this', 'DET'), ('style', 'NOUN'), ('of', 'ADP'), ('opera', 'NOUN'), ('.', 'PUNCT')]"
429,curtain,,rip, The curtain ripped from top to bottom .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('curtain', 'NOUN'), ('ripped', 'VERB'), ('from', 'ADP'), ('top', 'NOUN'), ('to', 'ADP'), ('bottom', 'NOUN'), ('.', 'PUNCT')]"
430,tornado,,rip, The tornado ripped along the coast .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('tornado', 'NOUN'), ('ripped', 'VERB'), ('along', 'ADP'), ('the', 'DET'), ('coast', 'NOUN'), ('.', 'PUNCT')]"
431,candidate,,rip, The candidate ripped into his opponent mercilessly .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('candidate', 'NOUN'), ('ripped', 'VERB'), ('into', 'ADP'), ('his', 'PRON'), ('opponent', 'NOUN'), ('mercilessly', 'ADV'), ('.', 'PUNCT')]"
432,plant,,root, this plant roots quickly .,2,0,"[(' ', 'SPACE'), ('this', 'DET'), ('plant', 'NOUN'), ('roots', 'NOUN'), ('quickly', 'ADV'), ('.', 'PUNCT')]"
433,problem,,root, The problem roots in her depression .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('problem', 'NOUN'), ('roots', 'NOUN'), ('in', 'ADP'), ('her', 'PRON'), ('depression', 'NOUN'), ('.', 'PUNCT')]"
434,pig,,root, the pig was rooting for truffles .,3,0,"[(' ', 'SPACE'), ('the', 'DET'), ('pig', 'NOUN'), ('was', 'AUX'), ('rooting', 'VERB'), ('for', 'ADP'), ('truffles', 'NOUN'), ('.', 'PUNCT')]"
435,soprano,,rotate, We rotate the lead soprano every night .,1,1,"[(' ', 'SPACE'), ('We', 'PRON'), ('rotate', 'VERB'), ('the', 'DET'), ('lead', 'ADJ'), ('soprano', 'NOUN'), ('every', 'DET'), ('night', 'NOUN'), ('.', 'PUNCT')]"
436,intern,,rotate, Interns have to rotate for a few months .,3,1,"[(' ', 'SPACE'), ('Interns', 'NOUN'), ('have', 'VERB'), ('to', 'PART'), ('rotate', 'VERB'), ('for', 'ADP'), ('a', 'DET'), ('few', 'ADJ'), ('months', 'NOUN'), ('.', 'PUNCT')]"
437,crop,,rotate, We rotate the crops so as to maximize the use of the soil .,1,1,"[(' ', 'SPACE'), ('We', 'PRON'), ('rotate', 'VERB'), ('the', 'DET'), ('crops', 'NOUN'), ('so', 'SCONJ'), ('as', 'SCONJ'), ('to', 'PART'), ('maximize', 'VERB'), ('the', 'DET'), ('use', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('soil', 'NOUN'), ('.', 'PUNCT')]"
438,composure,,ruffle, She wanted to ruffle his composure .,3,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('wanted', 'VERB'), ('to', 'PART'), ('ruffle', 'VERB'), ('his', 'PRON'), ('composure', 'NOUN'), ('.', 'PUNCT')]"
439,people,,ruffle, This play is going to ruffle some people .,5,1,"[(' ', 'SPACE'), ('This', 'DET'), ('play', 'NOUN'), ('is', 'AUX'), ('going', 'VERB'), ('to', 'PART'), ('ruffle', 'VERB'), ('some', 'DET'), ('people', 'NOUN'), ('.', 'PUNCT')]"
440,feather,,ruffle, The bird ruffled its feathers .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('bird', 'NOUN'), ('ruffled', 'VERB'), ('its', 'PRON'), ('feathers', 'NOUN'), ('.', 'PUNCT')]"
441,surface,,ruffle, The wind ruffled the surface of the water .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('wind', 'NOUN'), ('ruffled', 'VERB'), ('the', 'DET'), ('surface', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('water', 'NOUN'), ('.', 'PUNCT')]"
442,fabric,,ruffle, The seamstress ruffled the curtain fabric .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('seamstress', 'NOUN'), ('ruffled', 'VERB'), ('the', 'DET'), ('curtain', 'NOUN'), ('fabric', 'NOUN'), ('.', 'PUNCT')]"
443,car,,ruin, You have ruined my car by pouring sugar in the tank !,2,0,"[(' ', 'SPACE'), ('You', 'PRON'), ('have', 'AUX'), ('ruined', 'VERB'), ('my', 'PRON'), ('car', 'NOUN'), ('by', 'ADP'), ('pouring', 'VERB'), ('sugar', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('tank', 'NOUN'), ('!', 'PUNCT')]"
444,chance,,ruin, This behavior will ruin your chances of winning the election .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('behavior', 'NOUN'), ('will', 'AUX'), ('ruin', 'VERB'), ('your', 'PRON'), ('chances', 'NOUN'), ('of', 'ADP'), ('winning', 'VERB'), ('the', 'DET'), ('election', 'NOUN'), ('.', 'PUNCT')]"
445,field,,salt, the rebels had salted the fields with mines and traps .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('rebels', 'NOUN'), ('had', 'AUX'), ('salted', 'VERB'), ('the', 'DET'), ('fields', 'NOUN'), ('with', 'ADP'), ('mines', 'NOUN'), ('and', 'CCONJ'), ('traps', 'NOUN'), ('.', 'PUNCT')]"
446,lecture,,salt, She salts her lectures with jokes .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('salts', 'VERB'), ('her', 'PRON'), ('lectures', 'NOUN'), ('with', 'ADP'), ('jokes', 'NOUN'), ('.', 'PUNCT')]"
447,meat,,salt, people used to salt meats on ships .,3,0,"[(' ', 'SPACE'), ('people', 'NOUN'), ('used', 'VERB'), ('to', 'PART'), ('salt', 'VERB'), ('meats', 'NOUN'), ('on', 'ADP'), ('ships', 'NOUN'), ('.', 'PUNCT')]"
448,courage,,salute, I salute your courage !,1,1,"[(' ', 'SPACE'), ('I', 'PRON'), ('salute', 'VERB'), ('your', 'PRON'), ('courage', 'NOUN'), ('!', 'PUNCT')]"
449,stench,,salute, a terrible stench saluted our nostrils .,3,1,"[(' ', 'SPACE'), ('a', 'DET'), ('terrible', 'ADJ'), ('stench', 'NOUN'), ('saluted', 'VERB'), ('our', 'PRON'), ('nostrils', 'NOUN'), ('.', 'PUNCT')]"
450,soldier,,salute," When the officers show up , the soldiers have to salute .",10,0,"[(' ', 'SPACE'), ('When', 'SCONJ'), ('the', 'DET'), ('officers', 'NOUN'), ('show', 'VERB'), ('up', 'ADP'), (',', 'PUNCT'), ('the', 'DET'), ('soldiers', 'NOUN'), ('have', 'VERB'), ('to', 'PART'), ('salute', 'VERB'), ('.', 'PUNCT')]"
451,X-ray,,scan, the surgeon scanned the X - ray .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('surgeon', 'NOUN'), ('scanned', 'VERB'), ('the', 'DET'), ('X', 'PROPN'), ('-', 'PUNCT'), ('ray', 'NOUN'), ('.', 'PUNCT')]"
452,headline,,scan, She scanned the newspaper headlines while waiting for the taxi .,1,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('scanned', 'VERB'), ('the', 'DET'), ('newspaper', 'NOUN'), ('headlines', 'NOUN'), ('while', 'SCONJ'), ('waiting', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('taxi', 'NOUN'), ('.', 'PUNCT')]"
453,sky,,scan, The beams scanned the night sky .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('beams', 'NOUN'), ('scanned', 'VERB'), ('the', 'DET'), ('night', 'NOUN'), ('sky', 'NOUN'), ('.', 'PUNCT')]"
454,heat,,scorch, The heat scorched the countryside .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('heat', 'NOUN'), ('scorched', 'VERB'), ('the', 'DET'), ('countryside', 'NOUN'), ('.', 'PUNCT')]"
455,forest,,scorch, The wildfire scorched the forest and several homes .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('wildfire', 'NOUN'), ('scorched', 'VERB'), ('the', 'DET'), ('forest', 'NOUN'), ('and', 'CCONJ'), ('several', 'ADJ'), ('homes', 'NOUN'), ('.', 'PUNCT')]"
456,cat,,scrape, The cat scraped at the armchair .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('cat', 'NOUN'), ('scraped', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('armchair', 'NOUN'), ('.', 'PUNCT')]"
457,letter,,scrape, They scraped a letter into the stone .,1,0,"[(' ', 'SPACE'), ('They', 'PRON'), ('scraped', 'VERB'), ('a', 'DET'), ('letter', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('stone', 'NOUN'), ('.', 'PUNCT')]"
458,money,,scrape, She had scraped together enough money for college .,2,1,"[(' ', 'SPACE'), ('She', 'PRON'), ('had', 'AUX'), ('scraped', 'VERB'), ('together', 'ADV'), ('enough', 'ADJ'), ('money', 'NOUN'), ('for', 'ADP'), ('college', 'NOUN'), ('.', 'PUNCT')]"
459,money,,seize, The sales clerk quickly seized the money on the counter .,4,0,"[(' ', 'SPACE'), ('The', 'DET'), ('sales', 'NOUN'), ('clerk', 'NOUN'), ('quickly', 'ADV'), ('seized', 'VERB'), ('the', 'DET'), ('money', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('counter', 'NOUN'), ('.', 'PUNCT')]"
460,invader,,seize, the invaders seized the land and property of the inhabitants .,2,0,"[(' ', 'SPACE'), ('the', 'DET'), ('invaders', 'NOUN'), ('seized', 'VERB'), ('the', 'DET'), ('land', 'NOUN'), ('and', 'CCONJ'), ('property', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('inhabitants', 'NOUN'), ('.', 'PUNCT')]"
461,fear,,seize, Fear seized the prisoners .,1,1,"[(' ', 'SPACE'), ('Fear', 'PROPN'), ('seized', 'VERB'), ('the', 'DET'), ('prisoners', 'NOUN'), ('.', 'PUNCT')]"
462,book,,sell, These books sell like hot cakes .,2,0,"[(' ', 'SPACE'), ('These', 'DET'), ('books', 'NOUN'), ('sell', 'VERB'), ('like', 'ADP'), ('hot', 'ADJ'), ('cakes', 'NOUN'), ('.', 'PUNCT')]"
463,image,,sell, The French try to sell us their image as great lovers .,4,1,"[(' ', 'SPACE'), ('The', 'DET'), ('French', 'PROPN'), ('try', 'VERB'), ('to', 'PART'), ('sell', 'VERB'), ('us', 'PRON'), ('their', 'PRON'), ('image', 'NOUN'), ('as', 'ADP'), ('great', 'ADJ'), ('lovers', 'NOUN'), ('.', 'PUNCT')]"
464,shoe,,sell, The brothers sell shoes .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('brothers', 'NOUN'), ('sell', 'VERB'), ('shoes', 'NOUN'), ('.', 'PUNCT')]"
465,hope,,shake, The bad news shook her hopes .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('bad', 'ADJ'), ('news', 'NOUN'), ('shook', 'VERB'), ('her', 'PRON'), ('hopes', 'NOUN'), ('.', 'PUNCT')]"
466,salt,,shake, Shake the salt out of the salt shaker .,0,0,"[(' ', 'SPACE'), ('Shake', 'VERB'), ('the', 'DET'), ('salt', 'NOUN'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('salt', 'NOUN'), ('shaker', 'NOUN'), ('.', 'PUNCT')]"
467,argument,,sharpen, We had to sharpen our arguments .,3,1,"[(' ', 'SPACE'), ('We', 'PRON'), ('had', 'VERB'), ('to', 'PART'), ('sharpen', 'VERB'), ('our', 'PRON'), ('arguments', 'NOUN'), ('.', 'PUNCT')]"
468,debate,,sharpen, The debate sharpened .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('debate', 'NOUN'), ('sharpened', 'VERB'), ('.', 'PUNCT')]"
469,vision,,sharpen, This drug will sharpen your vision .,3,1,"[(' ', 'SPACE'), ('This', 'DET'), ('drug', 'NOUN'), ('will', 'AUX'), ('sharpen', 'VERB'), ('your', 'PRON'), ('vision', 'NOUN'), ('.', 'PUNCT')]"
470,image,,shed, He shed his image as a pushy boss .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('shed', 'VERB'), ('his', 'PRON'), ('image', 'NOUN'), ('as', 'ADP'), ('a', 'DET'), ('pushy', 'ADJ'), ('boss', 'NOUN'), ('.', 'PUNCT')]"
471,tear,,shed, She shed a lot of tears when this happened .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('shed', 'VERB'), ('a', 'DET'), ('lot', 'NOUN'), ('of', 'ADP'), ('tears', 'NOUN'), ('when', 'SCONJ'), ('this', 'PRON'), ('happened', 'VERB'), ('.', 'PUNCT')]"
472,dog,,shed, Our dog sheds every Spring .,2,0,"[(' ', 'SPACE'), ('Our', 'PRON'), ('dog', 'NOUN'), ('sheds', 'VERB'), ('every', 'DET'), ('Spring', 'NOUN'), ('.', 'PUNCT')]"
473,career,,shipwreck, You have shipwrecked my career .,2,1,"[(' ', 'SPACE'), ('You', 'PRON'), ('have', 'AUX'), ('shipwrecked', 'VERB'), ('my', 'PRON'), ('career', 'NOUN'), ('.', 'PUNCT')]"
474,vessel,,shipwreck, The vessel was shipwrecked .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('vessel', 'NOUN'), ('was', 'AUX'), ('shipwrecked', 'VERB'), ('.', 'PUNCT')]"
475,praise,,shower, He was showered with praise .,2,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('was', 'AUX'), ('showered', 'VERB'), ('with', 'ADP'), ('praise', 'NOUN'), ('.', 'PUNCT')]"
476,meteor,,shower, Meteors showered down over half of Australia .,1,0,"[(' ', 'SPACE'), ('Meteors', 'NOUN'), ('showered', 'VERB'), ('down', 'ADP'), ('over', 'ADP'), ('half', 'NOUN'), ('of', 'ADP'), ('Australia', 'PROPN'), ('.', 'PUNCT')]"
477,present,,shower, He showered her with presents .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('showered', 'VERB'), ('her', 'PRON'), ('with', 'ADP'), ('presents', 'NOUN'), ('.', 'PUNCT')]"
478,soldier,,sift, The soldiers sifted through the woods .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('soldiers', 'NOUN'), ('sifted', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('woods', 'NOUN'), ('.', 'PUNCT')]"
479,information,,sift, He sifted the information .,1,1,"[(' ', 'SPACE'), ('He', 'PRON'), ('sifted', 'VERB'), ('the', 'DET'), ('information', 'NOUN'), ('.', 'PUNCT')]"
480,candidate,,sift, They sifted through the job candidates .,1,1,"[(' ', 'SPACE'), ('They', 'PRON'), ('sifted', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('job', 'NOUN'), ('candidates', 'NOUN'), ('.', 'PUNCT')]"
481,nightingale,,sing, The nightingale was singing .,3,0,"[(' ', 'SPACE'), ('The', 'DET'), ('nightingale', 'NOUN'), ('was', 'AUX'), ('singing', 'VERB'), ('.', 'PUNCT')]"
482,kettle,,sing, the kettle was singing .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('kettle', 'NOUN'), ('was', 'AUX'), ('singing', 'VERB'), ('.', 'PUNCT')]"
483,court,,sit, When does the court of law sit ?,6,1,"[(' ', 'SPACE'), ('When', 'SCONJ'), ('does', 'AUX'), ('the', 'DET'), ('court', 'NOUN'), ('of', 'ADP'), ('law', 'NOUN'), ('sit', 'VERB'), ('?', 'PUNCT')]"
484,house,,sit, The White House sits on Pennsylvania Avenue .,3,1,"[(' ', 'SPACE'), ('The', 'DET'), ('White', 'PROPN'), ('House', 'PROPN'), ('sits', 'VERB'), ('on', 'ADP'), ('Pennsylvania', 'PROPN'), ('Avenue', 'PROPN'), ('.', 'PUNCT')]"
485,car,,smash, She smashed her car against the guard rail .,1,0,"[(' ', 'SPACE'), ('She', 'PRON'), ('smashed', 'VERB'), ('her', 'PRON'), ('car', 'NOUN'), ('against', 'ADP'), ('the', 'DET'), ('guard', 'NOUN'), ('rail', 'NOUN'), ('.', 'PUNCT')]"
486,motorcycle,,smash, The motorcycle smashed into the guard rail .,2,0,"[(' ', 'SPACE'), ('The', 'DET'), ('motorcycle', 'NOUN'), ('smashed', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('guard', 'NOUN'), ('rail', 'NOUN'), ('.', 'PUNCT')]"
487,ring,,smash, The police smashed the drug ring after they were tipped off .,2,1,"[(' ', 'SPACE'), ('The', 'DET'), ('police', 'NOUN'), ('smashed', 'VERB'), ('the', 'DET'), ('drug', 'NOUN'), ('ring', 'NOUN'), ('after', 'SCONJ'), ('they', 'PRON'), ('were', 'AUX'), ('tipped', 'VERB'), ('off', 'ADP'), ('.', 'PUNCT')]"
488,meat,,smother, smother the meat in gravy .,0,0,"[(' ', 'SPACE'), ('smother', 'VERB'), ('the', 'DET'), ('meat', 'NOUN'), ('in', 'ADP'), ('gravy', 'NOUN'), ('.', 'PUNCT')]"
489,cream,,smother, the butter cream smothered the cake .,3,1,"[(' ', 'SPACE'), ('the', 'DET'), ('butter', 'NOUN'), ('cream', 'NOUN'), ('smothered', 'VERB'), ('the', 'DET'), ('cake', 'NOUN'), ('.', 'PUNCT')]"
490,disapproval,,snort, she snorted her disapproval of the proposed bridegroom .,1,1,"[(' ', 'SPACE'), ('she', 'PRON'), ('snorted', 'VERB'), ('her', 'PRON'), ('disapproval', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('proposed', 'VERB'), ('bridegroom', 'NOUN'), ('.', 'PUNCT')]"
