index	sentence	Sources	Source_Index	Targets	Target_Index	metaphoricity_score	new_sentences
930	However, participative and inclusive democracy underpins the state and social capital in contexts of deep inequality, weak institutional legitimacy and vulnerability to external shocks.	underpins	5	democracy	4	3.0	underpins has property sharp. However, participative and inclusive democracy underpins the state and social capital in contexts of deep inequality, weak institutional legitimacy and vulnerability to external shocks.
931	Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.	blueprint	2	Constitution	5	3.0	blueprint has property complex. Without the blueprint of the Constitution and the Bill of Rights, our government would be more invasive in our lives than it already is.
932	They're so crippled by democracy that they have to arrange an international crisis in order to influence an election.	crippled	2	democracy	4	3.0	crippled has property bad. They're so crippled by democracy that they have to arrange an international crisis in order to influence an election.
933	On precisely that account, Plato knew from bitter personal experience the disaster represented by the rule of democracy.	rule	15	democracy	17	3.0	rule has property important. On precisely that account, Plato knew from bitter personal experience the disaster represented by the rule of democracy.
934	"So, unless the whole population gets very educated about this, it will be ""business as usual"" and we will continue to be an enslaved democracy with dwindling ""priveleges""."""	enslaved	23	democracy	24	3.0	"enslaved has property bad. So, unless the whole population gets very educated about this, it will be ""business as usual"" and we will continue to be an enslaved democracy with dwindling ""priveleges""."""
935	I saw so much misery, so much despair, and so many millions of people groping in poverty and darkness that it overwhelmed me.	groping	14	poverty	16	3.0	groping has property unpleasant. I saw so much misery, so much despair, and so many millions of people groping in poverty and darkness that it overwhelmed me.
936	Harry Reid is now the lowest congressman in the history of our nation.	lowest	5	congressman	6	3.0	lowest has property low. Harry Reid is now the lowest congressman in the history of our nation.
937	In a surprising turn of events, the mainstream media has already begun to demonize and belittle Senator Cruz instead of focusing on his fundamental talking points.	demonize	13	Senator	16	3.0	demonize has property bad. In a surprising turn of events, the mainstream media has already begun to demonize and belittle Senator Cruz instead of focusing on his fundamental talking points.
940	Perhaps overweight legislation falls over without a similarly overweight bureaucracy to support it.	overweight	8	legislation	2	3.0	overweight has property bad. Perhaps overweight legislation falls over without a similarly overweight bureaucracy to support it.
941	This departure from the Constitution allowed civil government to begin reshaping society according to the whims of those in power rather than allowing individuals the liberty to shape their own lives.	departure	1	Constitution	4	3.0	departure has property bore. This departure from the Constitution allowed civil government to begin reshaping society according to the whims of those in power rather than allowing individuals the liberty to shape their own lives.
942	“Senate is a portal between the student body and the college that gives the student body leverage on requests.	portal	3	Senate	0	3.0	portal has property dark. “Senate is a portal between the student body and the college that gives the student body leverage on requests.
943	Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.	tsunami	20	poverty	19	3.0	tsunami has property very violent. Timmerman's interviews with numerous factory workers make it clear that taking away their jobs is akin to creating a poverty tsunami.
945	It appears if Obama is reelected, he will consign the Constitution to the ash heap of history, who knows, maybe even sooner.	consign	8	Constitution	10	3.0	consign has property common in u.s .. u.s .. u.s .. u.s .. u.s. It appears if Obama is reelected, he will consign the Constitution to the ash heap of history, who knows, maybe even sooner.
946	Based on this paradox, the solution is not—as John Dewey exclaimed—to cure democracy’s ailments with more democracy, especially if democracy is reduced to the holding of free and fair elections.	cure	11	democracy	19	3.0	cure has property good. Based on this paradox, the solution is not—as John Dewey exclaimed—to cure democracy’s ailments with more democracy, especially if democracy is reduced to the holding of free and fair elections.
